uid,id,name,item_class,normalized_class,tier,allowed_slots,profile_id,motif,atk,def,hp,spd,pwr,primary_keyword,secondary_keyword,effect_tier,archetype_tags,is_marquee,override_effect_id,wiki_url,relevance_score
403,maligaros_restraint,Maligaro's Restraint,Belt,belt,T3,charm,sustain_charm,bastion,0,3,4,0,1,Plating,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Maligaro%27s_Restraint,28
404,replica_reckless_defence,Replica Reckless Defence,Jewel,jewel,T3,focus,focus_engine,tempo,0,0,0,0,7,Strength,,simple,focus|support|tempo,0,,https://www.poewiki.net/wiki/Replica_Reckless_Defence,28
405,pure_talent,Pure Talent,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Pure_Talent,28
406,olesyas_delight,Olesya's Delight,Belt,belt,T3,charm,sustain_charm,storm,0,3,4,0,1,Regen,,simple,sustain|bastion|tempo,0,,https://www.poewiki.net/wiki/Olesya%27s_Delight,28
407,meginords_girdle,Meginord's Girdle,Belt,belt,T3,charm,sustain_charm,beast,0,3,4,0,1,Strength,,simple,sustain|bastion|assault,0,,https://www.poewiki.net/wiki/Meginord%27s_Girdle,28
408,pacifism,Pacifism,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Pacifism,28
409,tempered_spirit,Tempered Spirit,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Tempered_Spirit,28
410,quickening_covenant,Quickening Covenant,Jewel,jewel,T3,focus,focus_engine,tempo,0,0,0,0,7,Strength,,simple,focus|support|tempo,0,,https://www.poewiki.net/wiki/Quickening_Covenant,28
411,rain_of_splinters,Rain of Splinters,Jewel,jewel,T3,focus,focus_engine,beast,0,0,0,0,7,Strength,,simple,focus|support|assault,0,,https://www.poewiki.net/wiki/Rain_of_Splinters,28
412,leash_of_oblation,Leash of Oblation,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Leash_of_Oblation,28
413,siegebreaker,Siegebreaker,Belt,belt,T3,charm,sustain_charm,venom,0,3,4,0,1,Regen,,simple,sustain|bastion|venom,0,,https://www.poewiki.net/wiki/Siegebreaker,28
414,might_of_the_meek,Might of the Meek,Jewel,jewel,T3,focus,focus_engine,frost,0,0,0,0,7,Foresight,,simple,focus|support|control,0,,https://www.poewiki.net/wiki/Might_of_the_Meek,28
415,kurgals_gaze,Kurgal's Gaze,Abyss Jewel,abyss_jewel,T3,focus,focus_engine,blood,1,0,0,1,5,Poison,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Kurgal%27s_Gaze,28
416,kitavas_teachings,Kitava's Teachings,Jewel,jewel,T3,focus,focus_engine,gamble,0,0,0,0,7,Burn,,simple,focus|support|wildcard,0,,https://www.poewiki.net/wiki/Kitava%27s_Teachings,28
417,tempered_mind,Tempered Mind,Jewel,jewel,T3,focus,focus_engine,insight,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Tempered_Mind,28
418,tempered_flesh,Tempered Flesh,Jewel,jewel,T3,focus,focus_engine,blood,0,0,0,0,7,Strength,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Tempered_Flesh,28
419,reckless_defence,Reckless Defence,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Reckless_Defence,28
420,lioneyes_fall,Lioneye's Fall,Jewel,jewel,T3,focus,focus_engine,bastion,0,0,0,0,7,Foresight,,simple,focus|support|bastion,0,,https://www.poewiki.net/wiki/Lioneye%27s_Fall,28
421,natural_affinity,Natural Affinity,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Natural_Affinity,28
422,string_of_servitude,String of Servitude,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/String_of_Servitude,28
423,powerlessness,Powerlessness,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Powerlessness,28
424,self_flagellation,Self-Flagellation,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Self-Flagellation,28
425,stormshroud,Stormshroud,Jewel,jewel,T3,focus,focus_engine,storm,0,0,0,0,7,Burn,,simple,focus|support|tempo,0,,https://www.poewiki.net/wiki/Stormshroud,28
426,mothers_embrace,Mother's Embrace,Belt,belt,T3,charm,sustain_charm,bastion,0,3,4,0,1,Plating,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Mother%27s_Embrace,28
427,sunblast,Sunblast,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Sunblast,28
428,survivors_guilt,Survivor's Guilt,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Survivor%27s_Guilt,28
429,nadir_mode,Nadir Mode,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Nadir_Mode,28
430,pyroshock_clasp,Pyroshock Clasp,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Pyroshock_Clasp,28
431,sublime_vision,Sublime Vision,Jewel,jewel,T3,focus,focus_engine,tempo,0,0,0,0,7,Strength,,simple,focus|support|tempo,0,,https://www.poewiki.net/wiki/Sublime_Vision,28
432,fevered_mind,Fevered Mind,Jewel,jewel,T3,focus,focus_engine,insight,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Fevered_Mind,28
433,cyclopean_coil,Cyclopean Coil,Belt,belt,T3,charm,sustain_charm,insight,0,3,4,0,1,Regen,,simple,sustain|bastion|focus,0,,https://www.poewiki.net/wiki/Cyclopean_Coil,28
434,fluid_motion,Fluid Motion,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Fluid_Motion,28
435,auxium,Auxium,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Auxium,28
436,bated_breath,Bated Breath,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Bated_Breath,28
437,darkness_enthroned,Darkness Enthroned,Belt,belt,T3,charm,sustain_charm,storm,0,3,4,0,1,Regen,,simple,sustain|bastion|tempo,0,,https://www.poewiki.net/wiki/Darkness_Enthroned,28
438,forbidden_flame,Forbidden Flame,Jewel,jewel,T3,focus,focus_engine,ember,0,0,0,0,7,Burn,,simple,focus|support|ember,0,,https://www.poewiki.net/wiki/Forbidden_Flame,28
439,belt_of_the_deceiver,Belt of the Deceiver,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Belt_of_the_Deceiver,28
440,binds_of_bloody_vengeance,Binds of Bloody Vengeance,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Binds_of_Bloody_Vengeance,28
441,fragility,Fragility,Jewel,jewel,T3,focus,focus_engine,blood,0,0,0,0,7,Strength,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Fragility,28
442,forbidden_flesh,Forbidden Flesh,Jewel,jewel,T3,focus,focus_engine,blood,0,0,0,0,7,Strength,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Forbidden_Flesh,28
443,fortress_covenant,Fortress Covenant,Jewel,jewel,T3,focus,focus_engine,bastion,0,0,0,0,7,Foresight,,simple,focus|support|bastion,0,,https://www.poewiki.net/wiki/Fortress_Covenant,28
444,bears_girdle,Bear's Girdle,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Bear%27s_Girdle,28
445,amanamus_gaze,Amanamu's Gaze,Abyss Jewel,abyss_jewel,T3,focus,focus_engine,storm,1,0,0,1,5,Dodge,,simple,focus|support|tempo,0,,https://www.poewiki.net/wiki/Amanamu%27s_Gaze,28
446,emperors_might,Emperor's Might,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Emperor%27s_Might,28
447,emperors_wit,Emperor's Wit,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Emperor%27s_Wit,28
448,energised_armour,Energised Armour,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Energised_Armour,28
449,emperors_cunning,Emperor's Cunning,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Emperor%27s_Cunning,28
450,emperors_mastery,Emperor's Mastery,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Emperor%27s_Mastery,28
451,ascent_from_flesh,Ascent From Flesh,Belt,belt,T3,charm,sustain_charm,blood,0,3,4,0,1,Strength,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Ascent_From_Flesh,28
452,energy_from_within,Energy From Within,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Energy_From_Within,28
453,apex_mode,Apex Mode,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Apex_Mode,28
454,dyadian_dawn,Dyadian Dawn,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Dyadian_Dawn,28
455,voices,Voices,Jewel,jewel,T3,focus,focus_engine,frost,0,0,0,0,7,Foresight,,simple,focus|support|control,0,,https://www.poewiki.net/wiki/Voices,28
456,arns_anguish,Arn's Anguish,Belt,belt,T3,charm,sustain_charm,blood,0,3,4,0,1,Strength,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Arn%27s_Anguish,28
457,elegant_hubris,Elegant Hubris,Jewel,jewel,T3,focus,focus_engine,insight,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Elegant_Hubris,28
458,efficient_training,Efficient Training,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Efficient_Training,28
459,cowards_legacy,Coward's Legacy,Belt,belt,T3,charm,sustain_charm,blood,0,3,4,0,1,Strength,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Coward%27s_Legacy,28
460,inertia,Inertia,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Inertia,28
461,healthy_mind,Healthy Mind,Jewel,jewel,T3,focus,focus_engine,blood,0,0,0,0,7,Strength,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Healthy_Mind,28
462,transcendent_flesh,Transcendent Flesh,Jewel,jewel,T3,focus,focus_engine,blood,0,0,0,0,7,Strength,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Transcendent_Flesh,28
463,transcendent_spirit,Transcendent Spirit,Jewel,jewel,T3,focus,focus_engine,bastion,0,0,0,0,7,Foresight,,simple,focus|support|bastion,0,,https://www.poewiki.net/wiki/Transcendent_Spirit,28
464,ceinture_of_benevolence,Ceinture of Benevolence,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Ceinture_of_Benevolence,28
465,ulamans_gaze,Ulaman's Gaze,Abyss Jewel,abyss_jewel,T3,focus,focus_engine,storm,1,0,0,1,5,Dodge,,simple,focus|support|tempo,0,,https://www.poewiki.net/wiki/Ulaman%27s_Gaze,28
466,perandus_blazon,Perandus Blazon,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Perandus_Blazon,28
467,yndas_stand,Ynda's Stand,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Ynda%27s_Stand,28
468,hyperboreus,Hyperboreus,Belt,belt,T3,charm,sustain_charm,frost,0,3,4,0,1,Plating,,simple,sustain|bastion|control,0,,https://www.poewiki.net/wiki/Hyperboreus,28
469,brute_force_solution,Brute Force Solution,Jewel,jewel,T3,focus,focus_engine,frost,0,0,0,0,7,Foresight,,simple,focus|support|control,0,,https://www.poewiki.net/wiki/Brute_Force_Solution,28
470,immutable_force,Immutable Force,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Immutable_Force,28
471,hidden_potential,Hidden Potential,Jewel,jewel,T3,focus,focus_engine,frost,0,0,0,0,7,Foresight,,simple,focus|support|control,0,,https://www.poewiki.net/wiki/Hidden_Potential,28
472,to_dust,To Dust,Jewel,jewel,T3,focus,focus_engine,tempo,0,0,0,0,7,Strength,,simple,focus|support|tempo,0,,https://www.poewiki.net/wiki/To_Dust,28
473,bound_by_destiny,Bound By Destiny,Jewel,jewel,T3,focus,focus_engine,venom,0,0,0,0,7,Poison,,simple,focus|support|venom,0,,https://www.poewiki.net/wiki/Bound_By_Destiny,28
474,bound_fate,Bound Fate,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Bound_Fate,28
475,gluttony,Gluttony,Belt,belt,T3,charm,sustain_charm,beast,0,3,4,0,1,Strength,,simple,sustain|bastion|assault,0,,https://www.poewiki.net/wiki/Gluttony,28
476,wurms_molt,Wurm's Molt,Belt,belt,T3,charm,sustain_charm,tempo,0,3,4,0,1,Strength,,simple,sustain|bastion|tempo,0,,https://www.poewiki.net/wiki/Wurm%27s_Molt,28
477,cowards_chains,Coward's Chains,Belt,belt,T3,charm,sustain_charm,blood,0,3,4,0,1,Strength,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Coward%27s_Chains,28
478,bloodnotch,Bloodnotch,Jewel,jewel,T3,focus,focus_engine,ember,0,0,0,0,7,Burn,,simple,focus|support|ember,0,,https://www.poewiki.net/wiki/Bloodnotch,28
479,umbilicus_immortalis,Umbilicus Immortalis,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Umbilicus_Immortalis,28
480,unending_hunger,Unending Hunger,Jewel,jewel,T3,focus,focus_engine,blood,0,0,0,0,7,Strength,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Unending_Hunger,28
481,chill_of_corruption,Chill of Corruption,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Chill_of_Corruption,28
482,chains_of_emancipation,Chains of Emancipation,Belt,belt,T3,charm,sustain_charm,bastion,0,3,4,0,1,Plating,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Chains_of_Emancipation,28
483,gravens_secret,Graven's Secret,Belt,belt,T3,charm,sustain_charm,gamble,0,3,4,0,1,Regen,,simple,sustain|bastion|wildcard,0,,https://www.poewiki.net/wiki/Graven%27s_Secret,28
484,realmshaper,Realmshaper,Warstaff,warstaff,T3,mainhand,channel_control,ember,5,2,2,0,3,Burn,,simple,control|arcane|ember,0,,https://www.poewiki.net/wiki/Realmshaper,27
485,atziris_disfavour,Atziri's Disfavour,Two-Handed Axe,axe_2h,T3,mainhand,heavy_execution,void,9,0,1,0,1,Vulnerable,,simple,assault|burst|arcane,0,,https://www.poewiki.net/wiki/Atziri%27s_Disfavour,25
486,vaults_of_atziri,Vaults of Atziri,Map,map,T3,tactical,map_tactical,neutral,0,0,0,0,4,MapMod,,simple,tactical|support,0,,https://www.poewiki.net/wiki/Vaults_of_Atziri,25
487,precursors_emblem,Precursor's Emblem,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Precursor%27s_Emblem,25
488,clayshaper,Clayshaper,One-Handed Mace,mace_1h,T3,mainhand|offhand,control_crusher,blood,6,2,0,0,2,Strength,,simple,control|bastion|sustain,0,,https://www.poewiki.net/wiki/Clayshaper,25
489,atziris_rule,Atziri's Rule,Warstaff,warstaff,T3,mainhand,channel_control,neutral,5,2,2,0,3,Stagger,,simple,control|arcane|support,0,,https://www.poewiki.net/wiki/Atziri%27s_Rule,25
490,atziris_promise,Atziri's Promise,Utility Flask,flask,T3,tactical,flask_tactical,insight,0,0,0,0,3,Tactical,,simple,tactical|focus,0,,https://www.poewiki.net/wiki/Atziri%27s_Promise,25
491,atziris_reflection,Atziri's Reflection,Shield,shield,T3,offhand,bastion_guard,neutral,0,7,3,0,2,Block,,simple,bastion|control|support,0,,https://www.poewiki.net/wiki/Atziri%27s_Reflection,25
492,triumvirate_authority,Triumvirate Authority,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Triumvirate_Authority,25
493,impresence,Impresence,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Impresence,25
494,kaoms_primacy,Kaom's Primacy,Two-Handed Axe,axe_2h,T3,mainhand,heavy_execution,beast,9,0,1,0,1,Strength,,simple,assault|burst,0,,https://www.poewiki.net/wiki/Kaom%27s_Primacy,25
495,cloak_of_defiance,Cloak of Defiance,Body Armour,body,T3,body,bastion_shell,blood,0,7,5,0,1,Regen,,simple,bastion|sustain,0,,https://www.poewiki.net/wiki/Cloak_of_Defiance,24
496,daressos_defiance,Daresso's Defiance,Body Armour,body,T3,body,bastion_shell,bastion,0,7,5,0,1,Plating,,simple,bastion|sustain,0,,https://www.poewiki.net/wiki/Daresso%27s_Defiance,24
497,saqawals_nest,Saqawal's Nest,Body Armour,body,T3,body,bastion_shell,tempo,0,7,5,0,1,Plating,,simple,bastion|sustain|tempo,0,,https://www.poewiki.net/wiki/Saqawal%27s_Nest,24
498,thousand_ribbons,Thousand Ribbons,Body Armour,body,T3,body,bastion_shell,ember,0,7,5,0,1,Plating,,simple,bastion|sustain|ember,0,,https://www.poewiki.net/wiki/Thousand_Ribbons,24
499,victarios_influence,Victario's Influence,Body Armour,body,T3,body,bastion_shell,neutral,0,7,5,0,1,Plating,,simple,bastion|sustain|support,0,,https://www.poewiki.net/wiki/Victario%27s_Influence,24
500,rigwalds_hunt,Rigwald's Hunt,Body Armour,body,T3,body,bastion_shell,beast,0,7,5,0,1,Regen,,simple,bastion|sustain|assault,0,,https://www.poewiki.net/wiki/Rigwald%27s_Hunt,24
900001,montoya_por_favor,Montoya,Dose relic,relic,T0,focus,relic_engine,neutral,0,3,3,0,20,Foresight,Regen,legendary,focus|wildcard|support,1,montoya_charge,,0
900002,alklfg,AlkLFG,Dose Relic,relic,T0,focus,relic_engine,neutral,0,3,3,0,20,Foresight,Regen,legendary,focus|wildcard|support,1,alk_rally,,0
900003,nobitchesherald,NoBitches Herald,Golden Mask,relic,T0,focus,relic_engine,neutral,0,3,3,0,20,Foresight,Regen,legendary,focus|wildcard|support,1,herald_dispute,,0
900004,yami,Yami,Despot's Axe,axe_2h,T0,mainhand,heavy_execution,neutral,30,0,4,0,3,Vulnerable,Strength,legendary,assault|burst|support,1,yami_high_decree,,0
900005,ursarion,Ursarion,Golden Mask,relic,T0,focus,relic_engine,neutral,0,3,3,0,20,Foresight,Regen,legendary,focus|wildcard|support,1,ursarion_benediction,,0
900006,8_6_original,8 morts 6 blessés,Dose relic,relic,T0,focus,relic_engine,neutral,0,3,3,0,20,Foresight,Regen,legendary,focus|wildcard|support,1,huit_morts_surge,,0
